#Date,TotalDistance
2026/04/17 18:26:52,7153.3
#Screen_X,Screen_Y,GazeDataCount
820,487,295
#GameTime,Gaze_X,Gaze_Y,SourceId
4.02,187,159,0
4.04,187,168,0
4.06,187,175,0
4.08,192,186,0
4.10,198,193,0
4.12,206,201,0
4.14,217,211,0
4.16,230,221,0
4.18,246,231,0
4.20,259,239,0
4.22,276,244,0
4.24,301,249,0
4.26,332,254,0
4.28,366,256,0
4.30,405,256,0
4.32,471,242,0
4.34,529,220,0
4.36,567,203,0
4.38,584,189,0
4.40,595,165,0
4.42,600,142,0
4.44,601,123,0
4.46,597,111,0
4.48,591,102,0
4.50,583,92,0
4.52,576,83,0
4.54,569,75,0
4.56,568,74,0
4.58,568,74,0
4.60,568,74,0
4.62,568,74,0
4.64,568,74,0
4.66,568,74,0
4.68,568,74,0
4.70,568,74,0
4.72,568,74,0
4.74,568,74,0
4.76,568,74,0
4.78,568,74,0
4.80,566,74,0
4.82,561,74,0
4.84,554,76,0
4.86,542,79,0
4.88,525,82,0
4.90,511,88,0
4.92,506,91,0
4.94,501,94,0
4.96,499,96,0
4.98,498,97,0
5.00,497,98,0
5.02,495,98,0
5.04,495,104,0
5.06,495,116,0
5.08,503,139,0
5.10,513,168,0
5.12,528,195,0
5.14,541,216,0
5.16,553,229,0
5.18,562,238,0
5.20,563,239,0
5.22,563,239,0
5.24,563,239,0
5.26,563,240,0
5.28,561,246,0
5.30,559,252,0
5.32,559,254,0
5.34,559,255,0
5.36,559,256,0
5.38,558,262,0
5.40,558,271,0
5.42,558,284,0
5.44,560,302,0
5.46,564,320,0
5.48,566,335,0
5.50,567,345,0
5.52,567,358,0
5.54,567,367,0
5.56,567,377,0
5.58,567,381,0
5.60,566,384,0
5.62,566,385,0
5.64,564,386,0
5.66,561,391,0
5.68,558,396,0
5.70,557,397,0
5.72,557,397,0
5.74,557,397,0
5.76,557,397,0
5.78,557,397,0
5.80,558,392,0
5.82,561,359,0
5.84,558,309,0
5.86,544,263,0
5.88,526,226,0
5.90,508,204,0
5.92,496,193,0
5.94,493,190,0
5.96,486,188,0
5.98,473,182,0
6.00,453,175,0
6.02,426,163,0
6.04,406,155,0
6.06,391,148,0
6.08,375,139,0
6.10,360,131,0
6.12,358,128,0
6.14,358,128,0
6.16,358,128,0
6.18,358,128,0
6.20,356,129,0
6.22,355,140,0
6.24,363,165,0
6.26,383,196,0
6.28,409,228,0
6.30,434,262,0
6.32,452,297,0
6.34,464,330,0
6.36,474,354,0
6.38,480,369,0
6.40,483,378,0
6.42,484,381,0
6.44,484,381,0
6.46,484,381,0
6.48,484,381,0
6.50,484,381,0
6.52,484,381,0
6.54,484,381,0
6.56,484,381,0
6.58,484,381,0
6.60,483,382,0
6.62,430,407,0
6.64,355,437,0
